"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"COL","CROPYIELD","WHEAT","TONNE_HA","A","1998",2.05263156814404,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","1999",2.35294116262976,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2000",1.84999999075,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2001",2.13333331911111,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.51874999367188,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2003",1.7245833458164,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2004",1.86956520926276,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.63157893351801,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.33470586861938,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.31315788256233,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2008",1.75066672685109,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2009",0.956666662111111,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2010",0.690952382343036,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2011",0.671052628047091,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2012",0.36644999816775,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2013",0.4014999979925,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2014",0.799999996,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2015",0.44999999775,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2016",0.8999999955,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2017",0.591784646960012,
"COL","CROPYIELD","WHEAT","TONNE_HA","A","2018",0.599359519584281,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","1995",5.42369668195036,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","1996",5.63913470937668,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","1997",5.59712918606726,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","1998",5.99115044188878,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","1999",6.3469999993653,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2000",6.34202898489449,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2001",6.35670731642716,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2002",6.43203883432699,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2003",6.50047483319084,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2004",6.55525114095386,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2005",6.4920255178236,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2006",6.4289044284049,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2007",6.46713409233417,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2008",6.50122249335768,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2009",6.44704992386936,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2010",5.69151467044476,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2011",6.56284152954232,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2012",6.62311746938079,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2013",6.62186756218523,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2014",6.49587008214365,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2015",6.34696755949598,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2016",6.78733031623022,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2017",6.84841611805611,
"EGY","CROPYIELD","WHEAT","TONNE_HA","A","2018",6.90999322120181,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","1995",1.37352245846649,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","1996",1.39682539665484,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","1997",1.29196217478818,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","1998",1.37379807675796,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","1999",1.11542192035738,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2000",1.16290021510886,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.32558139523874,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.43936381695434,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2003",1.38765014067259,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2004",1.46860782516209,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2005",1.55722463345852,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2006",1.51986301359453,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2007",1.67096336487985,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2008",1.62385964900885,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2009",1.82660334376418,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2010",1.83902127059862,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.02922758214788,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2012",2.10995085982126,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2013",2.44396017593162,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2014",2.61234567885109,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.60432098749356,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2016",2.62345678996151,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2017",2.66018511081099,
"ETH","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.69880115275354,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","1995",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","1996",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","1997",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","1998",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","1999",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2000",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2001",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2002",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2003",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2004",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2005",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2006",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2007",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2008",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2009",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2010",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2011",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2012",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2013",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2014",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2015",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2016",0.99889012208657,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2017",1.0438132826866,
"GHA","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.06132889686311,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1995",2.55902723734413,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1996",2.48278757345775,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1997",2.67895082472794,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1998",2.48520377583726,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","1999",2.59012462303314,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2000",2.77846903877327,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2001",2.70805649065304,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2002",2.76219408321094,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.60993809159788,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.71291596163673,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.60167532121972,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.61856215072263,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.70798362299316,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2008",2.80216840827846,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2009",2.90717786104458,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.83907238228096,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.98830409355697,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2012",3.17749497654663,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2013",3.1166883311565,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2014",3.1454074098279,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.74995232948977,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2016",3.17267695691439,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2017",2.99999999995272,
"IND","CROPYIELD","WHEAT","TONNE_HA","A","2018",3.03614223186135,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1995",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1996",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1997",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1998",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","1999",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2000",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2001",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2002",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2003",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2004",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2005",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2006",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2007",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2008",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2009",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2010",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2011",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2012",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2013",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2014",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2015",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2016",0.99889012208657,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2017",1.03743245433355,
"IDN","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.05306418100967,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1995",1.70976092581529,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1996",1.58264854611911,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1997",1.59469757101771,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1998",1.93446601938617,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","1999",1.83013293940008,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2000",1.58588235291008,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.70340356560952,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.99487261653589,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.0676923076605,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.15525925922733,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.30774193544665,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.37096774189724,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.48437499996118,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2008",1.16649999998056,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2009",1.98245901636094,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2010",1.96886654772225,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2011",1.42502874032805,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2012",1.44075829381532,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2013",1.52050988721163,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2014",1.7323092008215,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2015",1.87939205749503,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2016",2.20624285010286,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2017",2.23933614151348,
"IRN","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.27399248949542,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1995",0.597514340339408,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1996",0.683887057979123,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1997",0.844891027447449,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1998",0.603732162452209,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","1999",1.28685897434424,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2000",0.904847218066041,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.16727941175398,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.09352890421835,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2003",1.01549159404088,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2004",0.831130812973978,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2005",0.885381087912038,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2006",1.08325285690421,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2007",1.27729599750793,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2008",0.930409617090157,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2009",1.15598942443796,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2010",0.675809844336869,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2011",1.64142537366134,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2012",0.728970370364971,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2013",1.06418320609875,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2014",1.04915240554529,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2015",1.16505084744775,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2016",1.22131147539983,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2017",1.1059999999877,
"KAZ","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.24642140122714,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1995",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1996",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1997",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1998",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","1999",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2000",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2001",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2002",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2003",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2004",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2005",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2006",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2007",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2008",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2009",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2010",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2011",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2012",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2013",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2014",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2015",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2016",0.99889012208657,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2017",1.04094281975179,
"MYS","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.05471732170476,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","1995",0.999999950000003,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","1996",0.999999950000003,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","1997",0.999999950000003,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","1998",1.11111104938272,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","1999",1.11111104938272,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","2000",0.833333263888895,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","2001",0.882352909703946,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.05263152354571,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","2003",1.05263152354571,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","2004",1.10526309972299,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","2005",1.10526309972299,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","2006",1.05263152354571,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","2007",0.999999950000003,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","2008",0.999999987194001,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","2009",0.999999992307692,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","2010",1.02564102931343,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","2011",1.23076921814596,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","2012",0.995825606187761,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","2013",1.09999446324874,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","2014",0.999999994444444,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","2015",1.09468089572388,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","2016",1.14446649422591,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","2017",1.14651328585289,
"MOZ","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.17116925516575,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","1995",2.199999989,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","1996",2.04347825198488,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","1997",2.63999998944,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","1998",1.99999999591837,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","1999",2.8857143610027,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2000",2.0857142797551,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.45714290737111,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.54285713844898,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2003",1.65714285240816,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2004",1.7714286122828,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2005",1.88571428032653,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.02857142277551,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2007",1.25714289278525,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2008",1.51428570995918,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2009",1.51428570995918,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2010",1.51428570995918,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.28571427918367,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2012",2.28571427918367,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2013",1.99999999428571,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2014",1.99999999428571,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2015",1.99999999428571,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2016",2.1142857082449,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2017",2.21199112792512,
"NGA","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.24850033925933,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","1995",2.08102815174931,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","1996",2.01850525308001,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","1997",2.0532741398193,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","1998",2.23746259722038,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","1999",2.16984410500529,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2000",2.49067706484118,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2001",2.32540827300111,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2002",2.26205398694059,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.38779422195462,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.37333564956632,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2005",2.58582196694681,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.51859041889087,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.71563301465708,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2008",2.45137897959658,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2009",2.65674331193172,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.58102661762499,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.83278843233866,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2012",2.71375060691908,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2013",2.79570910599298,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2014",2.82401921882291,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2015",2.73267973853232,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2016",2.77884405667635,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2017",2.8764393296619,
"PAK","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.91915189333363,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","1995",2.45701357354886,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","1996",1.78571428491709,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","1997",1.13930348202025,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","1998",0.957446808001358,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","1999",1.46874999885254,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2000",1.38364779787192,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.83448275798811,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2002",1.72668810233869,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2003",2.46551724052913,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2004",2.46153846078106,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2005",1.69863013652092,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2006",2.49999999921875,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2007",2.09973753225729,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2008",2.10039370037394,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2009",2.49910873395738,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2010",2.71614100135137,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2011",2.37992125937403,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2012",2.29074074031653,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2013",1.29888888864835,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2014",2.07911392372166,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2015",1.99999999962406,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2016",2.19178082131732,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2017",2.07971065998006,
"PRY","CROPYIELD","WHEAT","TONNE_HA","A","2018",2.12361484072491,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","1995",1.26262626135088,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","1996",1.2478632467967,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","1997",1.11711711611071,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","1998",1.15873015781053,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","1999",1.28787878690312,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2000",1.27891156375584,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2001",1.24657534161193,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2002",3.20205478903758,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2003",3.99999999157895,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2004",1.38323840408199,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2005",1.34789156525008,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2006",1.3356643347303,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2007",1.2586445357824,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2008",1.34853420107587,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2009",1.41049968285231,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2010",1.41839378146477,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2011",1.4718019247099,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2012",1.48782093384607,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2013",1.49557867262966,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2014",1.5524822684025,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2015",1.59489050978475,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2016",1.47887323839516,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2017",1.57782576957688,
"PER","CROPYIELD","WHEAT","TONNE_HA","A","2018",1.60126848601717,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","1995",0.99889012208657,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","1996",0.99889012208657,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","1997",0.99889012208657,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","1998",0.99889012208657,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","1999",0.99889012208657,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2000",0.99889012208657,
"PHL","CROPYIELD","WHEAT","TONNE_HA","A","2001",0.99889012208657,
